experiment,target,degree,n_terms,method,train_grid_size,eval_grid_size,train_rmse,train_mae,train_p95_error,train_p99_error,train_max_error,eval_rmse,eval_mae,eval_p95_error,eval_p99_error,eval_max_error,condition_number,linf_training_optimum
grid_robustness,transition,6,28,L2,41,251,0.14249084483530008,0.12018203561813995,0.2629511818235418,0.2836870520869259,0.5512613643633011,0.14028899313570084,0.11938112017707843,0.2608076056727796,0.2823083388411465,0.5217224233295873,6.171132403949876,
grid_robustness,transition,6,28,Linf,41,251,0.16893864261616018,0.15175238980795963,0.23820415509597376,0.2382041550963906,0.23820415510006876,0.16890787952296005,0.15198657136392105,0.23815491798953436,0.23999783936024988,0.24001006444584155,6.171132403949876,0.23820415509606696
grid_robustness,transition,7,36,L2,41,251,0.09191792285924069,0.07674344997615268,0.17861846525206893,0.19526205294275473,0.3785592590004021,0.09046019189215386,0.07634351226223976,0.1752723068247083,0.19630851259903326,0.3432419779175113,6.982034131205221,
grid_robustness,transition,7,36,Linf,41,251,0.11231481404170633,0.10098423392295873,0.15847304708901544,0.1584730470898264,0.15847304710382393,0.11225437703066396,0.10102388153041894,0.15823209963187246,0.15901882579119653,0.16192911014948108,6.982034131205221,0.15847304708900478
grid_robustness,transition,8,45,L2,41,251,0.0919179228592407,0.07674344997615277,0.1786184652520672,0.1952620529427485,0.378559259000399,0.0904601918921539,0.07634351226223994,0.17527230682470574,0.1963085125990297,0.3432419779175083,7.887919024107046,
grid_robustness,transition,8,45,Linf,41,251,0.11231481404092596,0.10098423392242484,0.15847304708901333,0.15847304709023785,0.1584730471111988,0.11225437702992773,0.10102388152977992,0.1582320996324773,0.15901882578535093,0.16192911014981726,7.887919024107046,0.1584730470890399
grid_robustness,transition,9,55,L2,41,251,0.06009130409593071,0.04974246814372501,0.1189329680253578,0.13611088353681977,0.2398159412967149,0.05921699610930587,0.04956643738473252,0.11677682008850532,0.13548176923572036,0.2043169682781124,8.811626449575593,
grid_robustness,transition,9,55,Linf,41,251,0.07533947979786496,0.06744336878654576,0.10584512386904055,0.10584512388510217,0.10584512511288025,0.07528899916348683,0.06776044386829572,0.1060453244841858,0.10713683245968264,0.10770247550825018,8.811626449575593,0.10584512386902675
grid_robustness,transition,10,66,L2,41,251,0.06009130409593071,0.049742468143724974,0.1189329680253578,0.13611088353681955,0.23981594129671957,0.0592169961093058,0.04956643738473245,0.11677682008850443,0.13548176923572042,0.20431696827811596,9.784673996403708,
grid_robustness,transition,10,66,Linf,41,251,0.07533947984757214,0.067443368820453,0.10584512386905887,0.10584512386988547,0.10584512390008927,0.07528899920425117,0.06776044390385434,0.10604532448431836,0.10713683245974609,0.10770247548916123,9.784673996403708,0.10584512386905402
